EEID;First Name;Last Name;Gender;Age;Retirement Years;Job Title;Department;Business Unit;Ethnicity;Hire Date;año;mes;dia;Annual Salary;Bonus %;Total Salary;Country;City;Exit Date
E00206;Theodore;Xi;Male;52;13;Manager;Finance;Corporate;Asian;5/10/2009;2009;10;5;122,89;0,07;131,4923;China;Shanghai;
E04088;Ezra;Liang;Male;52;13;Vice President;Finance;Research & Development;Asian;26/5/1997;1997;5;26;216,999;0,37;297,28863;United States;Miami;
E02066;Grayson;Yee;Male;48;17;Manager;Human Resources;Corporate;Asian;16/7/2015;2015;7;16;110,565;0,09;120,51585;China;Beijing;
E03227;Eli;Richardson;Male;38;27;IT Coordinator;IT;Speciality Products;Caucasian;19/4/2015;2015;4;19;48,762;0;48,762;United States;Seattle;
E03364;Audrey;Lee;Female;51;14;Development Engineer;Engineering;Speciality Products;Asian;11/2/2017;2017;2;11;87,036;0;87,036;China;Chongqing;
E00607;Jameson;Allen;Male;32;33;Director;Marketing;Speciality Products;Caucasian;28/11/2016;2016;11;28;177,443;0,16;205,83388;United States;Seattle;
E02258;Eliza;Chen;Female;36;29;Enterprise Architect;IT;Research & Development;Asian;29/4/2016;2016;4;29;75,862;0;75,862;United States;Austin;
E03681;Lyla;Chen;Female;45;20;Sr. Business Partner;Human Resources;Research & Development;Asian;26/4/2019;2019;4;26;90,87;0;90,87;United States;Chicago;
E02298;Emily;Doan;Female;32;33;Engineering Manager;Engineering;Corporate;Asian;4/12/2014;2014;12;4;99,202;0,11;110,11422;United States;Phoenix;
E02984;Jack;Mai;Male;45;20;Sr. Analyst;Marketing;Corporate;Asian;22/9/2007;2007;9;22;92,293;0;92,293;China;Chengdu;
E02440;Grayson;Turner;Male;54;11;Solutions Architect;IT;Corporate;Caucasian;30/6/1992;1992;6;30;63,196;0;63,196;United States;Chicago;26/10/2014
E04699;Ivy;Tang;Female;48;17;Development Engineer;Engineering;Speciality Products;Asian;3/5/2012;2012;5;3;65,34;0;65,34;China;Shanghai;9/5/2018
E03579;Robert;Zhang;Male;45;20;Vice President;Marketing;Corporate;Asian;24/9/2015;2015;9;24;202,68;0,32;267,5376;United States;Phoenix;17/8/2022
E01649;Eva;Alvarado;Female;46;19;Computer Systems Manager;IT;Manufacturing;Latino;24/4/2017;2017;4;24;77,461;0,09;84,43249;Brazil;Sao Paulo;
E04969;Abigail;Vang;Female;40;25;Operations Engineer;Engineering;Research & Development;Asian;9/9/2016;2016;9;9;109,68;0;109,68;China;Chengdu;
E00170;Claire;Adams;Female;61;4;Director;Sales;Manufacturing;Black;19/8/1997;1997;8;19;159,567;0,28;204,24576;United States;Phoenix;
E00955;Theodore;Marquez;Male;54;11;Development Engineer;Engineering;Speciality Products;Latino;24/11/2012;2012;11;24;94,407;0;94,407;Brazil;Sao Paulo;
E00810;Hunter;Nunez;Male;62;3;Vice President;Human Resources;Corporate;Latino;16/8/2002;2002;8;16;234,594;0,33;312,01002;United States;Seattle;
E02798;Charles;Henderson;Male;48;17;Systems Analyst;IT;Speciality Products;Caucasian;11/2/2002;2002;2;11;43,08;0;43,08;United States;Austin;
E04542;Camila;Cortez;Female;29;36;Manager;Marketing;Manufacturing;Latino;9/5/2021;2021;5;9;129,541;0,08;139,90428;United States;Phoenix;24/5/2021
E02818;Aaron;Garza;Male;39;26;Director;Sales;Research & Development;Latino;27/12/2013;2013;12;27;165,756;0,28;212,16768;United States;Columbus;9/6/2020
E02907;Jose;Singh;Male;44;21;Sr. Manger;Finance;Speciality Products;Asian;6/4/2010;2010;4;6;142,878;0,12;160,02336;United States;Columbus;
E00023;Gabriel;Joseph;Male;52;13;Director;Engineering;Manufacturing;Caucasian;28/10/2006;2006;10;28;187,992;0,28;240,62976;United States;Miami;
E02391;Natalia;Santos;Female;45;20;Vice President;Human Resources;Speciality Products;Latino;25/2/2019;2019;2;25;249,801;0,39;347,22339;Brazil;Sao Paulo;
E01429;Dylan;Wilson;Male;48;17;Network Administrator;IT;Research & Development;Caucasian;27/9/2006;2006;9;27;76,505;0;76,505;United States;Seattle;8/4/2007
E00494;Robert;Alvarez;Male;39;26;Service Desk Analyst;IT;Corporate;Latino;21/10/2016;2016;10;21;84,297;0;84,297;Brazil;Manaus;
E00634;Samantha;Chavez;Female;53;12;Sr. Analyst;Sales;Speciality Products;Latino;9/1/2017;2017;1;9;75,769;0;75,769;Brazil;Manaus;17/7/2020
E01249;Samuel;Bailey;Male;41;24;Vice President;Accounting;Speciality Products;Caucasian;17/8/2013;2013;8;17;235,619;0,3;306,3047;United States;Seattle;
E04683;Ezekiel;Delgado;Male;40;25;Director;Engineering;Speciality Products;Latino;7/2/2020;2020;2;7;187,187;0,18;220,88066;Brazil;Manaus;
E04732;Benjamin;Ramirez;Male;48;17;Network Engineer;IT;Research & Development;Latino;27/7/2005;2005;7;27;68,987;0;68,987;United States;Chicago;22/4/2006
E03834;Anthony;Carter;Male;41;24;Director;Engineering;Speciality Products;Caucasian;15/3/2007;2007;3;15;155,926;0,24;193,34824;United States;Columbus;30/5/2008
E02923;Ethan;Tang;Male;54;11;Sr. Analyst;Accounting;Speciality Products;Asian;4/5/2016;2016;5;4;93,668;0;93,668;United States;Chicago;
E02642;Sebastian;Rogers;Male;38;27;HRIS Analyst;Human Resources;Research & Development;Caucasian;29/11/2019;2019;11;29;69,647;0;69,647;United States;Miami;20/4/2022
E00981;Miles;Thao;Male;57;8;System Administrator ;IT;Corporate;Asian;26/6/2003;2003;6;26;63,318;0;63,318;United States;Columbus;
E04157;William;Cao;Male;63;2;Sr. Analyst;Marketing;Manufacturing;Asian;12/2/2017;2017;2;12;77,629;0;77,629;China;Beijing;
E03528;Leo;Hsu;Male;62;3;Sr. Manger;Human Resources;Manufacturing;Asian;22/11/2017;2017;11;22;138,808;0,15;159,6292;China;Chongqing;
E04547;Avery;Grant;Female;49;16;Enterprise Architect;IT;Research & Development;Caucasian;5/3/2014;2014;3;5;88,777;0;88,777;United States;Chicago;
E04415;Penelope;Fong;Female;60;5;Director;Accounting;Corporate;Asian;14/5/2004;2004;5;14;186,378;0,26;234,83628;China;Chongqing;
E04484;Vivian;Thao;Female;45;20;Quality Engineer;Engineering;Research & Development;Asian;23/4/2015;2015;4;23;60,017;0;60,017;United States;Chicago;
E02800;Eva;Estrada;Female;45;20;Sr. Manger;Sales;Speciality Products;Latino;24/7/2018;2018;7;24;148,991;0,12;166,86992;Brazil;Sao Paulo;
E04926;Emma;Luna;Female;52;13;Field Engineer;Engineering;Speciality Products;Latino;25/3/2008;2008;3;25;97,398;0;97,398;Brazil;Manaus;
E01268;Charlotte;Wu;Female;63;2;Sr. Business Partner;Human Resources;Manufacturing;Asian;2/5/2007;2007;5;2;72,805;0;72,805;China;Shanghai;
E04853;Vivian;Chu;Female;46;19;Sr. Account Representative;Sales;Research & Development;Asian;17/1/2021;2021;1;17;72,131;0;72,131;China;Shanghai;
E01209;Jayden;Williams;Male;64;1;Manager;Human Resources;Manufacturing;Caucasian;26/12/1992;1992;12;26;104,668;0,08;113,04144;United States;Columbus;
E02024;Amelia;Bell;Female;53;12;Sr. Analyst;Sales;Manufacturing;Caucasian;5/8/2017;2017;8;5;89,769;0;89,769;United States;Seattle;
E02427;Addison;Mehta;Female;27;38;Manager;Sales;Corporate;Asian;15/9/2018;2018;9;15;127,616;0,07;136,54912;United States;Columbus;
E00276;Alexander;Jackson;Male;45;20;Manager;Human Resources;Corporate;Caucasian;9/7/2012;2012;7;9;109,883;0,07;117,57481;United States;Columbus;
E00951;Everly;Lin;Female;25;40;Business Partner;Human Resources;Manufacturing;Asian;15/3/2021;2021;3;15;47,974;0;47,974;China;Chongqing;
E03248;Lyla;Stewart;Female;43;22;Sr. Manger;IT;Speciality Products;Caucasian;27/3/2015;2015;3;27;120,321;0,12;134,75952;United States;Austin;
E04444;Brooklyn;Ruiz;Female;61;4;IT Coordinator;IT;Manufacturing;Latino;10/8/2014;2014;8;10;57,446;0;57,446;United States;Phoenix;
E02307;Skylar;Evans;Female;42;23;Director;Accounting;Research & Development;Caucasian;4/6/2009;2009;6;4;174,099;0,26;219,36474;United States;Austin;
E02375;Lincoln;Huynh;Male;63;2;Sr. Manger;Finance;Manufacturing;Asian;8/2/2002;2002;2;8;128,703;0,13;145,43439;United States;Austin;
E02276;Hazel;Griffin;Female;32;33;Field Engineer;Engineering;Corporate;Caucasian;9/11/2015;2015;11;9;65,247;0;65,247;United States;Phoenix;
E02649;Charles;Gonzalez;Male;27;38;Quality Engineer;Engineering;Research & Development;Latino;28/9/2018;2018;9;28;64,247;0;64,247;Brazil;Rio de Janerio;
E00503;Leah;Patterson;Female;33;32;Manager;Human Resources;Research & Development;Caucasian;11/6/2012;2012;6;11;118,253;0,08;127,71324;United States;Austin;
E01706;Avery;Sun;Female;45;20;Operations Engineer;Engineering;Manufacturing;Asian;11/3/2004;2004;3;11;109,422;0;109,422;China;Chongqing;
E00676;Isaac;Yoon;Male;41;24;Manager;Human Resources;Corporate;Asian;6/2/2019;2019;2;6;126,95;0,1;139,645;United States;Chicago;
E02005;Isabella;Bui;Female;36;29;Enterprise Architect;IT;Manufacturing;Asian;21/11/2014;2014;11;21;97,5;0;97,5;United States;Miami;
E01895;Gabriel;Zhou;Male;25;40;IT Coordinator;IT;Manufacturing;Asian;17/1/2021;2021;1;17;41,844;0;41,844;China;Chongqing;
E01396;Jack;Vu;Male;43;22;Analyst II;Accounting;Research & Development;Asian;10/2/2014;2014;2;10;58,875;0;58,875;China;Chengdu;
E00749;Valentina;Moua;Female;37;28;Account Representative;Sales;Manufacturing;Asian;10/11/2015;2015;11;10;64,204;0;64,204;United States;Columbus;20/4/2021
E01941;Quinn;Trinh;Female;42;23;Analyst II;Sales;Corporate;Asian;9/5/2010;2010;5;9;67,743;0;67,743;China;Beijing;25/12/2014
E01413;Caroline;Nelson;Female;60;5;Sr. Account Representative;Sales;Speciality Products;Black;30/7/1997;1997;7;30;71,677;0;71,677;United States;Columbus;
E03928;Miles;Dang;Male;61;4;IT Coordinator;IT;Speciality Products;Asian;24/9/2000;2000;9;24;40,063;0;40,063;United States;Miami;
E04109;Leah;Bryant;Female;55;10;IT Coordinator;IT;Manufacturing;Caucasian;30/4/2004;2004;4;30;40,124;0;40,124;United States;Austin;
E03994;Henry;Jung;Male;57;8;Automation Engineer;Engineering;Manufacturing;Asian;26/2/2018;2018;2;26;103,183;0;103,183;United States;Austin;9/7/2021
E00639;Benjamin;Mai;Male;54;11;System Administrator ;IT;Corporate;Asian;15/6/1998;1998;6;15;95,239;0;95,239;United States;Phoenix;
E00608;Anna;Han;Female;29;36;Development Engineer;Engineering;Manufacturing;Asian;9/11/2019;2019;11;9;75,012;0;75,012;United States;Chicago;
E04189;Ariana;Kim;Female;33;32;Network Architect;IT;Manufacturing;Asian;29/6/2014;2014;6;29;96,366;0;96,366;China;Chengdu;
E02732;Alice;Tran;Female;39;26;Analyst;Marketing;Corporate;Asian;29/7/2014;2014;7;29;40,897;0;40,897;United States;Seattle;
E00324;Hailey;Song;Female;37;28;Manager;Finance;Research & Development;Asian;23/8/2016;2016;8;23;124,928;0,06;132,42368;China;Chongqing;
E00518;Lydia;Morales;Female;51;14;Manager;Finance;Speciality Products;Latino;14/6/2013;2013;6;14;108,221;0,05;113,63205;Brazil;Manaus;
E01286;Liam;Sanders;Male;46;19;Sr. Business Partner;Human Resources;Corporate;Caucasian;20/2/2007;2007;2;20;75,579;0;75,579;United States;Seattle;
E04564;Luke;Sanchez;Male;41;24;Sr. Manger;Human Resources;Manufacturing;Latino;27/12/2015;2015;12;27;129,903;0,13;146,79039;Brazil;Sao Paulo;
E02033;Grace;Sun;Female;25;40;Director;Finance;Research & Development;Asian;17/4/2021;2021;4;17;186,87;0,2;224,244;China;Shanghai;
E00412;Ezra;Banks;Male;37;28;Analyst II;Sales;Research & Development;Caucasian;23/4/2010;2010;4;23;57,531;0;57,531;United States;Chicago;
E01844;Jayden;Kang;Male;46;19;Analyst;Finance;Research & Development;Asian;24/4/2011;2011;4;24;55,894;0;55,894;United States;Seattle;
E00667;Skylar;Shah;Female;42;23;Field Engineer;Engineering;Manufacturing;Asian;27/4/2012;2012;4;27;72,903;0;72,903;United States;Phoenix;
E02639;Sebastian;Le;Male;37;28;Analyst;Finance;Corporate;Asian;9/11/2015;2015;11;9;45,369;0;45,369;China;Beijing;
E00287;Luca;Nelson;Male;60;5;Manager;Finance;Speciality Products;Caucasian;15/6/2010;2010;6;15;106,578;0,09;116,17002;United States;Miami;
E02235;Riley;Ramirez;Female;52;13;Sr. Business Partner;Human Resources;Research & Development;Latino;13/9/1999;1999;9;13;92,994;0;92,994;United States;Chicago;
E02720;Jaxon;Fong;Male;59;6;Sr. Analyst;Sales;Speciality Products;Asian;13/3/1997;1997;3;13;83,685;0;83,685;China;Beijing;
E03583;Kayden;Jordan;Male;48;17;Cloud Infrastructure Architect;IT;Research & Development;Caucasian;14/9/2010;2010;9;14;99,335;0;99,335;United States;Phoenix;
E01188;Alexander;James;Male;42;23;Sr. Manger;Human Resources;Manufacturing;Caucasian;18/4/2013;2013;4;18;131,179;0,15;150,85585;United States;Columbus;
E02428;Connor;Luu;Male;35;30;Computer Systems Manager;IT;Speciality Products;Asian;3/5/2016;2016;5;3;73,899;0,05;77,59395;China;Chengdu;
E03289;Christopher;Lam;Male;64;1;Vice President;Accounting;Manufacturing;Asian;29/3/2013;2013;3;29;252,325;0,4;353,255;United States;Columbus;
E01947;Sophie;Owens;Female;30;35;Analyst II;Finance;Research & Development;Caucasian;5/3/2015;2015;3;5;52,697;0;52,697;United States;Seattle;
E02024;Addison;Perez;Female;29;36;Operations Engineer;Engineering;Speciality Products;Latino;25/9/2020;2020;9;25;123,588;0;123,588;Brazil;Sao Paulo;
E04249;Hadley;Dang;Female;47;18;Vice President;Accounting;Corporate;Asian;26/12/2021;2021;12;26;243,568;0,33;323,94544;United States;Austin;
E01090;Ethan;Mehta;Male;49;16;Director;Sales;Research & Development;Asian;20/7/2001;2001;7;20;199,176;0,24;246,97824;United States;Phoenix;
E03830;Madison;Her;Female;56;9;Technical Architect;IT;Speciality Products;Asian;22/6/1996;1996;6;22;82,806;0;82,806;United States;Seattle;
E04363;Savannah;Singh;Female;53;12;Director;Marketing;Speciality Products;Asian;20/6/1997;1997;6;20;164,399;0,25;205,49875;United States;Seattle;
E04920;Nevaeh;Hsu;Female;32;33;Sr. Manger;Human Resources;Manufacturing;Asian;14/4/2017;2017;4;14;154,956;0,13;175,10028;United States;Phoenix;
E03866;Jordan;Zhu;Male;32;33;Sr. Manger;Marketing;Manufacturing;Asian;29/1/2017;2017;1;29;143,97;0,12;161,2464;United States;Seattle;9/12/2017
E03521;Jackson;Navarro;Male;52;13;Director;Sales;Corporate;Latino;25/9/2020;2020;9;25;163,143;0,28;208,82304;Brazil;Sao Paulo;
E04095;Sadie;Patterson;Female;38;27;Sr. Analyst;Accounting;Speciality Products;Caucasian;24/7/2020;2020;7;24;89,39;0;89,39;United States;Seattle;
E04079;Christopher;Butler;Male;41;24;Network Architect;IT;Manufacturing;Caucasian;5/10/2017;2017;10;5;67,468;0;67,468;United States;Miami;
E01508;Penelope;Rodriguez;Female;49;16;Engineering Manager;Engineering;Manufacturing;Latino;12/3/2016;2016;3;12;100,81;0,12;112,9072;Brazil;Rio de Janerio;
E02259;Emily;Lau;Female;35;30;Sr. Analyst;Finance;Manufacturing;Asian;18/3/2019;2019;3;18;74,779;0;74,779;United States;Phoenix;
E04972;Sophie;Oh;Female;29;36;Network Engineer;IT;Corporate;Asian;9/11/2017;2017;11;9;63,985;0;63,985;United States;Miami;
E01834;Chloe;Allen;Female;64;1;Solutions Architect;IT;Manufacturing;Caucasian;8/7/2004;2004;7;8;77,903;0;77,903;United States;Seattle;
E03124;Caleb;Nelson;Male;33;32;Director;Marketing;Corporate;Caucasian;12/6/2017;2017;6;12;164,396;0,29;212,07084;United States;Columbus;
E01898;Oliver;Moua;Male;29;36;IT Systems Architect;IT;Corporate;Asian;28/6/2021;2021;6;28;71,234;0;71,234;United States;Seattle;
E00342;Wesley;Doan;Male;63;2;Manager;Finance;Corporate;Asian;19/4/2004;2004;4;19;122,487;0,08;132,28596;China;Shanghai;
E03910;Nova;Hsu;Female;32;33;Manager;Human Resources;Speciality Products;Asian;3/1/2017;2017;1;3;101,87;0,1;112,057;United States;Phoenix;
E00862;Levi;Moreno;Male;64;1;Systems Analyst;IT;Research & Development;Latino;27/6/2020;2020;6;27;40,316;0;40,316;Brazil;Manaus;
E02576;Gianna;Ha;Female;55;10;Manager;IT;Research & Development;Asian;8/2/2005;2005;2;8;115,145;0,05;120,90225;China;Chongqing;
E00035;Lillian;Gonzales;Female;43;22;Cloud Infrastructure Architect;IT;Manufacturing;Latino;13/3/2009;2009;3;13;62,335;0;62,335;Brazil;Manaus;
E01832;Ezra;Singh;Male;56;9;Analyst;Finance;Manufacturing;Asian;10/5/2006;2006;5;10;41,561;0;41,561;United States;Austin;
E01755;Audrey;Patel;Female;37;28;Sr. Manger;Finance;Speciality Products;Asian;24/4/2011;2011;4;24;131,183;0,14;149,54862;China;Shanghai;16/3/2016
E00465;Brooklyn;Cho;Female;45;20;Technical Architect;IT;Manufacturing;Asian;8/7/2002;2002;7;8;92,655;0;92,655;China;Chengdu;
E02391;Piper;Ramos;Female;49;16;Sr. Manger;Sales;Manufacturing;Latino;2/4/1996;1996;4;2;157,057;0,12;175,90384;United States;Miami;
E04697;Eleanor;Williams;Female;61;4;Enterprise Architect;IT;Speciality Products;Caucasian;9/2/2005;2005;2;9;64,462;0;64,462;United States;Chicago;
E00371;Melody;Grant;Female;41;24;Quality Engineer;Engineering;Corporate;Caucasian;7/10/2005;2005;10;7;79,352;0;79,352;United States;Seattle;
E02992;Paisley;Sanders;Female;55;10;Sr. Manger;Marketing;Speciality Products;Caucasian;27/3/2001;2001;3;27;157,812;0,11;175,17132;United States;Miami;
E04369;Santiago;f Gray;Male;27;38;Quality Engineer;Engineering;Corporate;Caucasian;11/9/2018;2018;9;11;80,745;0;80,745;United States;Chicago;
E00592;Josephine;Richardson;Female;57;8;System Administrator ;IT;Manufacturing;Caucasian;18/2/1996;1996;2;18;75,354;0;75,354;United States;Austin;14/12/1996
E03532;Jaxson;Santiago;Male;56;9;Engineering Manager;Engineering;Research & Development;Latino;20/9/2018;2018;9;20;78,938;0,14;89,98932;United States;Phoenix;
E00863;Lincoln;Ramos;Male;59;6;Operations Engineer;Engineering;Corporate;Latino;10/9/2008;2008;9;10;96,313;0;96,313;United States;Austin;
E03310;Dylan;Campbell;Male;45;20;Director;Engineering;Speciality Products;Caucasian;29/11/2010;2010;11;29;153,767;0,27;195,28409;United States;Phoenix;
E01883;Olivia;Gray;Female;42;23;Manager;Marketing;Research & Development;Black;19/9/2015;2015;9;19;103,423;0,06;109,62838;United States;Columbus;
E01242;Emery;Doan;Female;25;40;Controls Engineer;Engineering;Corporate;Asian;23/6/2021;2021;6;23;86,464;0;86,464;China;Shanghai;
E02535;Caroline;Perez;Female;29;36;Controls Engineer;Engineering;Corporate;Latino;14/1/2018;2018;1;14;80,516;0;80,516;Brazil;Sao Paulo;
E00369;Genesis;Woods;Female;33;32;Manager;Human Resources;Speciality Products;Black;21/8/2013;2013;8;21;105,39;0,06;111,7134;United States;Columbus;
E03332;Ruby;Sun;Female;50;15;Cloud Infrastructure Architect;IT;Manufacturing;Asian;6/9/2021;2021;9;6;83,418;0;83,418;China;Shanghai;
E03278;Nevaeh;James;Female;45;20;Solutions Architect;IT;Speciality Products;Caucasian;3/11/2017;2017;11;3;66,66;0;66,66;United States;Austin;
E02492;Parker;Sandoval;Male;59;6;Manager;Human Resources;Speciality Products;Latino;10/6/2015;2015;6;10;101,985;0,07;109,12395;United States;Miami;
E03055;Austin;Rojas;Male;29;36;Vice President;Finance;Corporate;Latino;5/12/2018;2018;12;5;199,504;0,3;259,3552;United States;Austin;
E01943;Vivian;Espinoza;Female;52;13;Sr. Manger;Sales;Corporate;Latino;5/10/2006;2006;10;5;147,966;0,11;164,24226;Brazil;Rio de Janerio;23/5/2019
E01388;Cooper;Gupta;Male;58;7;Business Partner;Human Resources;Speciality Products;Asian;20/6/2014;2014;6;20;41,728;0;41,728;China;Chongqing;
E00717;Axel;Santos;Male;62;3;Sr. Analyst;Accounting;Speciality Products;Latino;17/2/2011;2011;2;17;94,422;0;94,422;United States;Phoenix;
E04637;Samuel;Song;Male;31;34;Director;Sales;Corporate;Asian;29/6/2015;2015;6;29;191,026;0,16;221,59016;United States;Columbus;
E03240;Aiden;Silva;Male;42;23;Vice President;IT;Research & Development;Latino;29/11/2010;2010;11;29;186,725;0,32;246,477;Brazil;Manaus;
E00340;Eliana;Allen;Female;56;9;Business Partner;Human Resources;Research & Development;Caucasian;20/8/2009;2009;8;20;52,8;0;52,8;United States;Phoenix;
E04751;Grayson;James;Male;54;11;Operations Engineer;Engineering;Speciality Products;Caucasian;5/12/2010;2010;12;5;113,982;0;113,982;United States;Seattle;
E04636;Hailey;Yee;Female;54;11;Account Representative;Sales;Research & Development;Asian;16/3/2021;2021;3;16;56,239;0;56,239;China;Chongqing;
E00568;Ian;Vargas;Male;26;39;Analyst;Sales;Manufacturing;Latino;2/3/2021;2021;3;2;44,732;0;44,732;Brazil;Rio de Janerio;
E02938;John;Trinh;Male;49;16;Director;Marketing;Corporate;Asian;26/6/2014;2014;6;26;153,961;0,25;192,45125;China;Shanghai;
E00555;Sofia;Trinh;Female;45;20;Network Architect;IT;Speciality Products;Asian;18/12/2006;2006;12;18;68,337;0;68,337;China;Chongqing;
E01111;Santiago;f Moua;Male;45;20;Sr. Manger;Human Resources;Corporate;Asian;7/5/2010;2010;5;7;145,093;0,12;162,50416;United States;Chicago;
E03149;Layla;Collins;Female;26;39;IT Systems Architect;IT;Speciality Products;Caucasian;11/3/2021;2021;3;11;74,17;0;74,17;United States;Austin;
E00952;Jaxon;Powell;Male;59;6;Field Engineer;Engineering;Research & Development;Caucasian;29/3/1996;1996;3;29;62,605;0;62,605;United States;Austin;
E04380;Naomi;Washington;Female;51;14;Manager;IT;Speciality Products;Caucasian;13/3/2020;2020;3;13;107,195;0,09;116,84255;United States;Austin;
E04095;Ryan;Holmes;Male;45;20;Sr. Manger;Marketing;Speciality Products;Caucasian;11/1/2018;2018;1;11;127,422;0,15;146,5353;United States;Columbus;
E04994;Bella;Holmes;Female;35;30;Director;Accounting;Research & Development;Caucasian;26/6/2017;2017;6;26;161,269;0,27;204,81163;United States;Miami;
E00447;Hailey;Sanchez;Female;32;33;Vice President;Marketing;Corporate;Latino;5/2/2014;2014;2;5;203,445;0,34;272,6163;Brazil;Manaus;
E00089;Sofia;Yoon;Female;37;28;Sr. Manger;Human Resources;Research & Development;Asian;17/1/2011;2011;1;17;131,353;0,11;145,80183;China;Shanghai;
E02035;Eli;Rahman;Male;45;20;Service Desk Analyst;IT;Manufacturing;Asian;16/3/2010;2010;3;16;88,182;0;88,182;China;Chengdu;
E03595;Christopher;Howard;Male;61;4;Enterprise Architect;IT;Speciality Products;Caucasian;26/8/2019;2019;8;26;75,78;0;75,78;United States;Seattle;
E03611;Alice;Mehta;Female;45;20;Analyst II;Sales;Research & Development;Asian;2/4/2019;2019;4;2;52,621;0;52,621;China;Beijing;
E04464;Cooper;Yoon;Male;60;5;Engineering Manager;Engineering;Research & Development;Asian;15/2/2018;2018;2;15;106,079;0,14;120,93006;United States;Austin;9/4/2021
E02135;John;Delgado;Male;30;35;Cloud Infrastructure Architect;IT;Corporate;Latino;11/2/2017;2017;2;11;92,058;0;92,058;United States;Austin;
E01684;Jaxson;Liang;Male;64;1;Field Engineer;Engineering;Manufacturing;Asian;3/3/2019;2019;3;3;67,114;0;67,114;United States;Phoenix;
E02968;Caroline;Santos;Female;25;40;Analyst II;Finance;Research & Development;Latino;12/7/2020;2020;7;12;56,565;0;56,565;Brazil;Sao Paulo;
E03362;Lily;Henderson;Female;61;4;HRIS Analyst;Human Resources;Manufacturing;Caucasian;20/5/2011;2011;5;20;64,937;0;64,937;United States;Phoenix;
E01108;Hannah;Martinez;Female;65;0;Manager;Marketing;Manufacturing;Latino;7/9/2006;2006;9;7;127,626;0,1;140,3886;United States;Miami;
E02217;William;Phillips;Male;61;4;Network Architect;IT;Corporate;Black;27/1/2004;2004;1;27;88,478;0;88,478;United States;Austin;
E03519;Eliza;Zheng;Female;48;17;Computer Systems Manager;IT;Speciality Products;Asian;20/4/2014;2014;4;20;91,679;0,07;98,09653;China;Chongqing;
E01967;John;Dang;Male;58;7;Director;Sales;Corporate;Asian;19/3/1992;1992;3;19;199,848;0,16;231,82368;China;Chongqing;
E01125;Joshua;Yang;Male;34;31;Network Engineer;IT;Manufacturing;Asian;10/11/2018;2018;11;10;61,944;0;61,944;China;Shanghai;
E03795;Hazel;Young;Female;30;35;Sr. Manger;Sales;Speciality Products;Black;13/8/2017;2017;8;13;154,624;0,15;177,8176;United States;Austin;
E00508;Thomas;Jung;Male;50;15;Sr. Analyst;Accounting;Research & Development;Asian;23/10/2009;2009;10;23;79,447;0;79,447;China;Shanghai;
E02047;Xavier;Perez;Male;51;14;Sr. Analyst;Sales;Manufacturing;Latino;26/2/1998;1998;2;26;71,111;0;71,111;Brazil;Rio de Janerio;
E01582;Elijah;Coleman;Male;53;12;Sr. Manger;Sales;Research & Development;Caucasian;19/10/2014;2014;10;19;159,538;0,11;177,08718;United States;Miami;
E02563;Clara;Sanchez;Female;47;18;Controls Engineer;Engineering;Corporate;Latino;2/10/2018;2018;10;2;111,404;0;111,404;Brazil;Rio de Janerio;
E04872;Isaac;Stewart;Male;25;40;Director;Marketing;Speciality Products;Caucasian;15/8/2020;2020;8;15;172,007;0,26;216,72882;United States;Miami;
E03159;Claire;Romero;Female;37;28;Vice President;Marketing;Manufacturing;Latino;21/7/2011;2011;7;21;219,474;0,36;298,48464;Brazil;Manaus;
E01337;Andrew;Coleman;Male;41;24;Director;Finance;Corporate;Caucasian;15/5/2019;2019;5;15;174,415;0,23;214,53045;United States;Miami;
E00102;Riley;Rojas;Female;36;29;Network Architect;IT;Speciality Products;Latino;21/1/2021;2021;1;21;90,333;0;90,333;Brazil;Rio de Janerio;
E03637;Landon;Thao;Male;25;40;HRIS Analyst;Human Resources;Speciality Products;Asian;21/1/2021;2021;1;21;67,299;0;67,299;United States;Phoenix;
E03455;Hadley;Ford;Female;52;13;Systems Analyst;IT;Research & Development;Caucasian;23/2/2005;2005;2;23;45,286;0;45,286;United States;Chicago;
E03354;Austin;Brown;Male;48;17;Director;Marketing;Research & Development;Caucasian;8/8/2007;2007;8;8;194,723;0,25;243,40375;United States;Phoenix;
E01225;Christian;Fong;Male;49;16;Manager;Sales;Research & Development;Asian;10/8/2012;2012;8;10;109,85;0,07;117,5395;China;Beijing;4/2/2020
E01264;Hazel;Alvarez;Female;62;3;Business Partner;Human Resources;Research & Development;Latino;19/4/2014;2014;4;19;45,295;0;45,295;Brazil;Sao Paulo;
E02274;Isabella;Bailey;Female;36;29;Network Administrator;IT;Manufacturing;Caucasian;23/8/2010;2010;8;23;61,31;0;61,31;United States;Phoenix;
E02848;Lincoln;Huynh;Male;55;10;System Administrator ;IT;Research & Development;Asian;9/11/2016;2016;11;9;87,851;0;87,851;China;Chongqing;
E00480;Hadley;Yee;Female;31;34;Business Partner;Human Resources;Speciality Products;Asian;12/3/2018;2018;3;12;47,913;0;47,913;United States;Seattle;
E00203;Julia;Doan;Female;53;12;Business Partner;Human Resources;Speciality Products;Asian;7/9/2017;2017;9;7;46,727;0;46,727;United States;Columbus;31/5/2018
E00647;Dylan;Ali;Male;27;38;Sr. Manger;Human Resources;Speciality Products;Asian;16/4/2021;2021;4;16;133,4;0,11;148,074;United States;Phoenix;
